id,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
126653,M15557,M,297.6,308.8,1734,26.8,70,0,0,0,0,0,0
126654,L55376,L,299.4,310.8,1558,35.6,217,0,0,0,0,0,0
126655,L47949,L,296.9,308.0,1558,44.5,15,0,0,0,0,0,0
126656,M21192,M,300.5,309.9,1994,19.8,96,0,0,0,0,0,0
126657,L55233,L,300.2,311.6,1409,50.2,56,0,0,0,0,0,0
126658,L47499,L,297.8,308.5,1412,44.6,9,0,0,0,0,0,0
126659,L56751,L,299.7,310.8,1589,36.0,192,0,0,0,0,0,0
126660,L53773,L,301.5,310.7,1679,29.5,10,0,0,0,0,0,0
126661,L47319,L,298.8,308.4,1648,32.8,166,0,0,0,0,0,0
126662,M15568,M,297.6,309.0,1615,32.8,109,0,0,0,0,0,0
126663,L55230,L,300.7,312.0,1346,52.0,58,0,0,0,0,0,0
126664,M24363,M,299.2,310.3,1392,44.8,174,0,0,0,0,0,0
126665,L56423,L,298.2,308.9,1461,50.9,183,0,0,0,0,0,0
126666,L47598,L,297.4,308.4,2151,42.3,174,0,0,0,0,0,0
126667,L55776,L,297.5,308.2,1393,47.0,189,0,0,0,0,0,0
126668,M20998,M,300.9,310.7,1409,50.0,139,0,0,0,0,0,0
126669,M23853,M,297.2,307.9,1432,39.2,156,0,0,0,0,0,0
126670,L50442,L,301.3,310.1,1403,50.2,186,0,0,0,0,0,0
126671,L56294,L,297.6,308.7,1627,33.5,44,0,0,0,0,0,0
126672,M20257,M,302.9,312.4,1524,40.8,241,0,0,0,0,0,0
126673,L53065,L,301.3,311.1,1482,38.4,9,0,0,0,0,0,0
126674,L51116,L,302.3,311.2,1580,38.5,158,0,0,0,0,0,0
126675,M16486,M,297.9,307.8,1384,59.3,156,0,0,0,0,0,0
126676,L51317,L,301.7,310.1,1384,50.5,76,0,0,0,0,0,0
126677,L54082,L,301.0,311.6,1461,40.6,0,0,0,0,0,0,0
126678,M22103,M,300.0,310.2,1395,61.2,190,0,0,0,0,0,0
126679,M16000,M,297.7,308.4,1585,30.9,131,0,0,0,0,0,0
126680,M21656,M,301.0,310.7,1551,35.1,92,0,0,0,0,0,0
126681,L55571,L,298.6,309.6,1490,41.4,82,0,0,0,0,0,0
126682,L49235,L,299.6,309.4,1643,32.9,118,0,0,0,0,0,0
126683,L54626,L,300.0,311.8,1379,51.0,46,0,0,0,0,0,0
126684,L49192,L,298.6,308.4,1475,46.4,59,0,0,0,0,0,0
126685,L56260,L,297.2,308.0,1527,35.1,163,0,0,0,0,0,0
126686,L50961,L,302.2,310.8,1609,31.4,22,0,0,0,0,0,0
126687,L49304,L,299.2,308.9,1430,39.1,119,0,0,0,0,0,0
126688,L56936,L,298.5,309.8,1597,35.7,213,0,0,0,0,0,0
126689,M21821,M,300.7,311.0,1378,42.8,93,0,0,0,0,0,0
126690,L47902,L,297.6,308.8,1359,50.2,135,0,0,0,0,0,0
126691,L54271,L,300.6,310.2,1541,36.0,124,0,0,0,0,0,0
126692,L47485,L,297.8,308.4,1497,43.4,148,0,0,0,0,0,0
126693,L47673,L,297.5,309.3,1706,38.8,155,0,0,0,0,0,0
126694,L54690,L,300.5,311.8,1524,38.9,214,1,1,0,0,1,0
126695,L55369,L,299.4,310.9,1433,43.9,2,0,0,0,0,0,0
126696,L55190,L,300.8,311.8,1542,37.3,59,0,0,0,0,0,0
126697,L54667,L,300.3,311.7,1601,31.3,2,0,0,0,0,0,0
126698,L48487,L,298.8,310.1,1459,42.1,64,0,0,0,0,0,0
126699,H34192,H,302.9,312.5,1612,40.8,183,0,0,0,0,0,0
126700,M18925,M,301.9,310.9,1472,46.2,70,0,0,0,0,0,0
126701,L54656,L,300.2,311.6,1492,41.8,128,0,0,0,0,0,0
126702,M15111,M,298.0,308.2,1578,33.4,2,0,0,0,0,0,0
126703,L54469,L,300.3,310.6,1386,56.8,86,0,0,0,0,0,0
126704,M16289,M,298.9,310.0,1456,40.1,15,0,0,0,0,0,0
126705,L54369,L,300.4,310.4,1436,46.3,48,0,0,0,0,0,0
126706,L56314,L,297.6,308.7,1423,47.0,5,0,0,0,0,0,0
126707,L51448,L,302.7,311.0,1410,61.8,195,1,0,0,0,1,0
126708,L56975,L,298.4,309.2,1418,47.3,109,0,0,0,0,0,0
126709,L47334,L,298.4,308.2,1591,32.2,199,0,0,0,0,0,0
126710,L52992,L,301.4,311.1,1526,36.3,193,0,0,0,0,0,0
126711,L56933,L,298.5,309.8,1593,39.5,15,0,0,0,0,0,0
126712,L56488,L,298.4,309.1,1530,48.0,135,0,0,0,0,0,0
126713,L53272,L,300.9,310.7,1458,40.4,20,0,0,0,0,0,0
126714,L54735,L,300.3,311.3,1478,36.6,112,0,0,0,0,0,0
126715,L50540,L,301.4,310.6,1540,36.7,206,0,0,0,0,0,0
126716,L49678,L,298.9,308.9,1466,46.2,199,0,0,0,0,0,0
126717,L53835,L,301.4,310.4,1639,32.7,171,0,0,0,0,0,0
126718,L53534,L,300.1,309.8,1421,47.7,197,0,0,0,0,0,0
126719,L56501,L,297.4,309.2,1429,51.9,168,0,0,0,0,0,0
126720,L48016,L,296.6,307.4,1566,37.0,185,0,0,0,0,0,0
126721,L50190,L,300.5,309.9,1417,48.2,162,0,0,0,0,0,0
126722,L53956,L,301.4,310.8,1610,32.8,9,0,0,0,0,0,0
126723,M24756,M,298.8,309.3,1373,35.1,104,0,0,0,0,0,0
126724,H29560,H,298.5,308.5,1612,36.0,174,0,0,0,0,0,0
126725,L55013,L,300.0,311.4,1405,47.7,185,0,0,0,0,0,0
126726,L50713,L,301.9,310.9,1654,31.7,96,0,0,0,0,0,0
126727,H38791,H,297.7,308.3,1430,41.0,101,0,0,0,0,0,0
126728,M17151,M,299.4,308.8,1372,50.4,49,0,0,0,0,0,0
126729,L48897,L,298.2,307.6,1369,48.6,82,0,0,0,0,0,0
126730,M15547,M,297.7,309.0,2456,13.5,38,0,0,0,0,0,0
126731,L56073,L,297.5,308.7,1542,46.5,121,0,0,0,0,0,0
126732,L54654,L,300.3,311.7,1548,44.5,121,0,0,0,0,0,0
126733,L55367,L,299.6,310.9,1448,40.8,196,0,0,0,0,0,0
126734,L50422,L,300.9,309.6,1384,34.6,131,0,0,0,0,0,0
126735,L48727,L,298.3,308.9,1548,39.5,102,0,0,0,0,0,0
126736,M20902,M,300.7,311.0,1698,29.1,5,0,0,0,0,0,0
126737,M17183,M,299.2,308.7,1401,47.2,198,1,1,0,0,0,0
126738,M23073,M,299.2,310.6,1666,31.0,179,0,0,0,0,0,0
126739,H34772,H,303.3,312.6,1466,44.0,64,0,0,0,0,0,0
126740,L51112,L,302.6,311.6,1432,22.4,180,0,0,0,0,0,0
126741,L49056,L,298.3,308.0,1462,47.8,98,0,0,0,0,0,0
126742,L55897,L,297.1,308.7,1403,51.0,64,0,0,0,0,0,0
126743,M22318,M,300.1,311.6,1546,51.4,9,0,0,0,0,0,0
126744,L51841,L,303.3,311.6,1476,41.0,27,0,0,0,0,0,0
126745,L49795,L,299.3,309.0,1415,50.1,64,0,0,0,0,0,0
126746,L53923,L,301.7,311.2,1418,44.0,66,0,0,0,0,0,0
126747,L55232,L,300.5,311.9,1549,41.9,54,0,0,0,0,0,0
126748,L56467,L,298.2,308.9,1439,47.9,83,0,0,0,0,0,0
126749,L48896,L,298.1,307.7,1523,37.7,139,0,0,0,0,0,0
126750,L56253,L,297.2,308.1,1491,40.2,145,0,0,0,0,0,0
126751,M22024,M,300.2,310.1,1474,44.0,171,0,0,0,0,0,0
126752,L49446,L,299.2,308.5,1407,47.6,59,0,0,0,0,0,0
126753,M19720,M,303.8,312.8,1603,40.7,145,0,0,0,0,0,0
126754,L51734,L,302.7,310.5,1542,28.2,164,0,0,0,0,0,0
126755,L55304,L,300.2,311.4,1706,27.9,15,0,0,0,0,0,0
126756,L55073,L,300.9,312.7,1416,41.9,112,0,0,0,0,0,0
126757,L56250,L,297.2,308.1,2047,19.0,150,0,0,0,0,0,0
126758,M16152,M,298.7,309.6,1583,32.8,142,0,0,0,0,0,0
126759,L51734,L,302.5,310.4,1351,58.2,198,1,0,1,0,0,0
126760,L53286,L,300.9,311.0,1432,34.4,59,0,0,0,0,0,0
126761,L50410,L,300.5,309.4,1565,40.0,13,0,0,0,0,0,0
126762,M23418,M,298.3,309.0,1379,41.3,93,0,0,0,0,0,0
126763,L57067,L,298.8,309.5,1553,34.7,147,0,0,0,0,0,0
126764,L55168,L,301.1,312.4,1422,45.9,122,0,0,0,0,0,0
126765,M17186,M,299.3,308.7,1487,52.6,205,0,0,0,0,0,0
126766,L52962,L,301.7,311.1,1455,39.4,192,0,0,0,0,0,0
126767,L52696,L,302.6,312.0,1828,24.0,70,0,0,0,0,0,0
126768,L53995,L,300.9,310.7,1393,45.5,124,0,0,0,0,0,0
126769,L49763,L,299.2,308.9,1342,51.8,202,0,0,0,0,0,0
126770,M21404,M,301.4,310.4,1470,46.5,101,0,0,0,0,0,0
126771,M16007,M,298.0,308.3,1470,43.7,184,0,0,0,0,0,0
126772,H38469,H,297.3,308.4,1608,30.6,90,0,0,0,0,0,0
126773,L49147,L,297.9,307.6,1402,50.6,120,0,0,0,0,0,0
126774,L48218,L,296.6,307.6,1550,38.3,48,0,0,0,0,0,0
126775,L53889,L,301.3,310.6,1420,37.6,77,0,0,0,0,0,0
126776,L55110,L,300.6,311.6,1487,48.0,203,0,0,0,0,0,0
126777,H38687,H,298.2,308.7,1519,44.4,70,0,0,0,0,0,0
126778,L56772,L,299.2,310.4,1628,39.4,94,0,0,0,0,0,0
126779,H30594,H,297.3,308.4,1531,35.6,92,0,0,0,0,0,0
126780,L53286,L,300.9,310.8,1530,38.1,59,0,0,0,0,0,0
126781,M19841,M,303.7,312.8,1558,37.7,79,0,0,0,0,0,0
126782,L53038,L,301.4,311.1,1465,41.4,78,0,0,0,0,0,0
126783,L54950,L,300.3,311.5,1548,42.8,25,0,0,0,0,0,0
126784,L47583,L,297.3,308.6,1499,37.8,112,0,0,0,0,0,0
126785,L53337,L,301.1,310.6,1499,40.3,166,0,0,0,0,0,0
126786,H34170,H,303.3,311.8,1391,50.0,203,0,0,0,0,0,0
126787,M16914,M,299.5,309.3,1570,36.8,142,0,0,0,0,0,0
126788,M18584,M,302.5,311.2,1353,51.7,70,1,0,1,0,0,0
126789,L48185,L,296.1,307.1,1542,33.0,201,0,0,0,0,0,0
126790,L53487,L,301.0,310.3,1425,34.5,98,0,0,0,0,0,0
126791,L53184,L,300.5,310.5,1550,38.2,12,0,0,0,0,0,0
126792,M17810,M,300.5,309.8,1525,37.2,0,0,0,0,0,0,0
126793,M19407,M,302.5,310.4,1378,53.6,194,0,0,0,0,0,0
126794,L53748,L,301.3,310.6,1481,36.3,14,0,0,0,0,0,0
126795,L51247,L,301.9,310.7,2068,19.7,76,0,0,0,0,0,0
126796,M16098,M,297.1,308.2,1439,40.8,169,0,0,0,0,0,0
126797,L52297,L,304.1,313.2,1397,44.1,206,0,0,0,0,0,0
126798,M22987,M,300.1,311.3,1650,39.3,54,0,0,0,0,0,0
126799,L48365,L,297.3,308.4,1446,41.4,29,0,0,0,0,0,0
126800,L56376,L,298.0,308.9,1679,32.6,49,0,0,0,0,0,0
126801,M23948,M,297.2,307.9,1429,43.0,183,0,0,0,0,0,0
126802,L54845,L,300.5,311.6,1735,25.7,180,0,0,0,0,0,0
126803,L52006,L,303.4,311.8,1610,31.2,68,0,0,0,0,0,0
126804,M17084,M,299.6,309.0,1425,47.7,143,0,0,0,0,0,0
126805,L48512,L,299.0,310.3,1442,43.5,221,0,0,0,0,0,0
126806,L50989,L,302.2,310.8,1350,56.6,87,0,0,0,0,0,0
126807,M21799,M,300.7,311.5,1486,41.7,28,0,0,0,0,0,0
126808,L53255,L,301.0,310.9,1615,28.5,197,0,0,0,0,0,0
126809,L48840,L,298.2,308.0,1499,44.1,181,0,0,0,0,0,0
126810,M22350,M,300.4,311.8,1560,31.4,165,0,0,0,0,0,0
126811,M15120,M,298.1,308.3,1339,48.5,22,0,0,0,0,0,0
126812,L51211,L,302.0,310.8,1363,46.5,227,0,0,0,0,0,0
126813,L50562,L,301.3,310.6,1510,38.5,90,0,0,0,0,0,0
126814,L56039,L,297.9,309.1,1457,46.2,28,0,0,0,0,0,0
126815,L53376,L,300.9,310.8,1476,40.7,181,0,0,0,0,0,0
126816,L52977,L,301.6,311.0,1431,42.6,137,0,0,0,0,0,0
126817,L56691,L,299.0,310.2,1599,31.1,40,0,0,0,0,0,0
126818,L49671,L,299.1,308.6,1445,43.9,114,0,0,0,0,0,0
126819,L56552,L,297.7,308.4,1487,48.6,24,0,0,0,0,0,0
126820,L53870,L,301.6,310.6,1564,35.7,121,0,0,0,0,0,0
126821,L49778,L,299.0,308.5,1449,46.6,26,0,0,0,0,0,0
126822,M18926,M,301.9,310.7,1469,39.5,39,0,0,0,0,0,0
126823,L52002,L,303.6,312.1,1492,40.4,10,0,0,0,0,0,0
126824,M21983,M,300.9,310.4,1403,40.4,92,0,0,0,0,0,0
126825,M20330,M,302.7,312.2,1446,35.5,167,0,0,0,0,0,0
126826,L53030,L,301.3,311.1,1560,47.1,68,0,0,0,0,0,0
126827,L49525,L,299.2,308.4,1475,36.7,22,0,0,0,0,0,0
126828,L53707,L,301.2,310.4,1628,44.4,53,0,0,0,0,0,0
126829,L47380,L,298.4,308.7,1394,48.1,94,0,0,0,0,0,0
126830,M16088,M,297.1,308.4,1448,44.4,150,0,0,0,0,0,0
126831,H38144,H,297.3,308.7,1435,43.7,93,0,0,0,0,0,0
126832,L50709,L,301.9,310.9,1419,46.1,124,0,0,0,0,0,0
126833,L53540,L,300.1,309.6,1441,40.1,9,0,0,0,0,0,0
126834,M19777,M,303.4,312.2,1432,44.4,68,0,0,0,0,0,0
126835,L50489,L,301.3,310.4,1382,60.3,88,0,0,0,0,0,0
126836,L56368,L,297.9,309.1,1564,37.0,7,0,0,0,0,0,0
126837,L49285,L,299.4,309.1,1447,45.9,55,0,0,0,0,0,0
126838,H31412,H,298.3,308.0,1559,43.3,2,0,0,0,0,0,0
126839,H37697,H,298.9,310.6,1615,33.0,166,0,0,0,0,0,0
126840,L47711,L,297.6,309.5,1549,34.9,139,0,0,0,0,0,0
126841,L51608,L,302.6,310.2,1426,45.7,196,0,0,0,0,0,0
126842,L53400,L,300.8,310.2,1706,28.7,157,0,0,0,0,0,0
126843,M20455,M,302.5,312.0,1421,45.9,69,0,0,0,0,0,0
126844,L55071,L,300.8,312.6,1474,40.0,112,0,0,0,0,0,0
126845,M15583,M,297.4,308.9,1467,43.8,106,0,0,0,0,0,0
126846,L47366,L,298.2,308.4,1510,47.0,2,0,0,0,0,0,0
126847,M20652,M,301.8,311.3,1467,39.8,29,0,0,0,0,0,0
126848,L54691,L,300.4,311.8,1555,42.4,158,0,0,0,0,0,0
126849,L47396,L,298.3,308.6,1739,28.4,142,0,0,0,0,0,0
126850,M23505,M,297.3,308.6,1391,58.5,109,0,0,0,0,0,0
126851,M23806,M,297.3,308.2,1546,42.9,30,0,0,0,0,0,0
126852,L53119,L,300.6,310.9,1635,35.3,90,0,0,0,0,0,0
126853,H38033,H,297.6,308.5,1459,39.8,19,0,0,0,0,0,0
126854,H34591,H,304.1,313.1,1525,43.7,91,0,0,0,0,0,0
126855,L54615,L,300.3,311.9,1504,36.2,155,0,0,0,0,0,0
126856,L56825,L,299.4,310.2,1350,57.8,114,0,0,0,0,0,0
126857,M17417,M,299.2,309.1,1711,27.0,134,0,0,0,0,0,0
126858,L47971,L,296.7,307.9,1611,37.3,72,0,0,0,0,0,0
126859,L53690,L,301.1,310.2,1455,43.0,9,0,0,0,0,0,0
126860,M24122,M,298.3,309.1,1404,40.3,15,0,0,0,0,0,0
126861,M21562,M,301.7,311.0,1754,32.0,58,0,0,0,0,0,0
126862,L47244,L,299.0,309.0,1393,45.7,177,0,0,0,0,0,0
126863,M19879,M,304.0,313.8,1466,41.2,85,0,0,0,0,0,0
126864,M22344,M,300.3,311.6,1512,43.5,151,0,0,0,0,0,0
126865,L54819,L,300.5,311.5,1661,35.8,112,0,0,0,0,0,0
126866,L50504,L,301.5,310.6,1389,50.1,82,0,0,0,0,0,0
126867,L47583,L,297.6,308.5,1517,39.8,188,0,0,0,0,0,0
126868,L55417,L,298.9,310.2,2099,20.0,98,0,0,0,0,0,0
126869,L51449,L,302.5,310.8,1521,42.1,0,0,0,0,0,0,0
126870,L50688,L,301.7,310.9,1782,23.3,145,0,0,0,0,0,0
126871,L48983,L,298.2,307.7,1535,39.2,109,0,0,0,0,0,0
126872,L56250,L,297.0,308.1,1474,45.2,7,0,0,0,0,0,0
126873,L56610,L,298.1,308.7,1671,45.1,0,0,0,0,0,0,0
126874,L48453,L,298.1,309.4,1493,39.0,63,0,0,0,0,0,0
126875,L53282,L,300.7,310.7,1423,43.2,49,0,0,0,0,0,0
126876,L54275,L,300.6,310.1,1484,43.9,19,0,0,0,0,0,0
126877,M18925,M,301.9,310.8,1450,43.8,70,0,0,0,0,0,0
126878,M19406,M,302.5,310.5,1429,43.2,191,0,0,0,0,0,0
126879,L54238,L,300.8,310.7,1564,37.7,146,0,0,0,0,0,0
126880,M22830,M,300.9,312.3,1297,48.6,76,0,0,0,0,0,0
126881,L56471,L,298.2,309.0,2072,19.2,89,0,0,0,0,0,0
126882,L54556,L,299.5,310.0,1481,43.1,104,0,0,0,0,0,0
126883,L55550,L,298.8,309.8,1441,40.7,27,0,0,0,0,0,0
126884,L48078,L,295.6,306.2,1630,31.6,133,0,0,0,0,0,0
126885,L54359,L,300.2,310.1,1331,48.3,25,0,0,0,0,0,0
126886,L48730,L,298.4,308.9,1638,32.4,114,0,0,0,0,0,0
126887,M24166,M,298.2,309.3,1449,44.4,168,0,0,0,0,0,0
126888,L48345,L,297.1,308.1,1389,52.8,208,0,0,0,0,0,0
126889,L55797,L,297.6,308.6,1529,36.3,15,0,0,0,0,0,0
126890,L53393,L,300.9,310.6,1603,38.4,76,0,0,0,0,0,0
126891,L50015,L,300.3,309.3,1411,44.5,173,0,0,0,0,0,0
126892,L55970,L,297.4,308.5,1609,33.8,60,0,0,0,0,0,0
126893,M15556,M,297.6,309.2,1815,25.3,66,0,0,0,0,0,0
126894,L54112,L,300.6,311.4,1498,40.4,25,0,0,0,0,0,0
126895,H38582,H,297.6,308.8,1385,44.4,59,0,0,0,0,0,0
126896,M23040,M,299.1,310.3,1458,47.7,180,0,0,0,0,0,0
126897,H30301,H,295.7,306.2,1495,46.3,105,0,0,0,0,0,0
126898,M23908,M,297.3,308.4,1456,46.8,71,0,0,0,0,0,0
126899,L47819,L,298.6,309.2,1651,29.3,122,0,0,0,0,0,0
126900,L50335,L,300.6,309.6,1645,29.9,117,0,0,0,0,0,0
126901,L50819,L,302.2,311.4,1604,34.5,17,0,0,0,0,0,0
126902,L56452,L,298.2,308.6,1478,39.9,79,0,0,0,0,0,0
126903,L50655,L,301.8,310.4,1533,39.9,68,0,0,0,0,0,0
126904,L47873,L,297.7,309.1,1512,36.9,60,0,0,0,0,0,0
126905,H39254,H,298.3,309.2,1486,46.0,16,0,0,0,0,0,0
126906,L53704,L,301.1,310.4,1507,46.8,47,0,0,0,0,0,0
126907,H33506,H,302.0,310.4,1397,47.5,146,0,0,0,0,0,0
126908,H37294,H,300.8,311.5,1470,38.0,74,0,0,0,0,0,0
126909,L50271,L,300.0,309.3,1868,29.7,135,0,0,0,0,0,0
126910,L51025,L,302.3,311.3,1520,37.5,171,0,0,0,0,0,0
126911,L49520,L,299.1,308.1,1479,52.6,141,0,0,0,0,0,0
126912,L47384,L,298.4,308.6,1741,32.8,112,0,0,0,0,0,0
126913,H30030,H,297.7,309.7,1616,31.5,60,0,0,0,0,0,0
126914,M22602,M,300.4,311.3,1347,61.0,155,0,0,0,0,0,0
126915,L49843,L,300.0,309.3,1395,47.5,108,0,0,0,0,0,0
126916,L53528,L,300.2,309.8,1557,33.9,19,0,0,0,0,0,0
126917,L52200,L,303.9,313.1,1556,36.3,110,0,0,0,0,0,0
126918,M17563,M,299.7,309.2,1608,32.2,65,0,0,0,0,0,0
126919,L49539,L,299.3,308.5,1413,41.4,57,0,0,0,0,0,0
126920,L53695,L,301.1,310.0,1716,26.2,19,0,0,0,0,0,1
126921,L49973,L,300.3,309.6,1532,31.8,9,0,0,0,0,0,0
126922,L48637,L,299.0,310.3,1475,42.4,119,0,0,0,0,0,0
126923,M17171,M,299.1,308.6,1491,56.5,166,0,0,0,0,0,0
126924,L49409,L,299.4,308.7,1446,41.7,171,0,0,0,0,0,0
126925,L57137,L,298.1,307.8,1503,39.5,130,0,0,0,0,0,0
126926,L56337,L,297.5,308.5,1513,40.4,112,0,0,0,0,0,0
126927,L54140,L,300.7,311.0,1413,52.0,91,0,0,0,0,0,0
126928,M24668,M,298.2,309.0,1547,44.2,33,0,0,0,0,0,0
126929,L56733,L,299.3,310.5,1401,48.1,139,0,0,0,0,0,0
126930,M23008,M,299.5,310.7,1490,39.5,95,0,0,0,0,0,0
126931,L56013,L,297.4,308.8,1392,49.8,163,0,0,0,0,0,0
126932,M24297,M,298.1,308.5,1527,39.0,56,0,0,0,0,0,0
126933,L49814,L,300.0,309.1,1450,32.0,9,0,0,0,0,0,0
126934,M15648,M,297.6,309.5,1554,43.3,171,0,0,0,0,0,0
126935,M21822,M,300.7,311.0,1373,43.2,95,0,0,0,0,0,0
126936,L48988,L,298.1,307.7,1578,33.8,120,0,0,0,0,0,0
126937,L54928,L,300.4,311.7,1729,27.7,173,0,0,0,0,0,0
126938,M16354,M,298.0,308.7,1609,36.0,129,0,0,0,0,0,0
126939,L48892,L,298.2,307.8,1429,42.1,72,0,0,0,0,0,0
126940,L49165,L,298.1,307.7,1671,40.8,179,0,0,0,0,0,0
126941,L56466,L,298.1,308.9,1605,37.0,79,0,0,0,0,0,0
126942,L48787,L,297.8,307.8,1592,36.8,27,0,0,0,0,0,0
126943,L57071,L,298.8,309.6,1364,49.7,157,0,0,0,0,0,0
126944,M24620,M,298.5,309.6,1509,45.2,197,0,0,0,0,0,0
126945,L55926,L,297.4,308.7,1446,42.7,96,0,0,0,0,0,0
126946,L48181,L,296.3,307.1,1662,32.9,181,0,0,0,0,0,0
126947,L50247,L,299.9,309.2,1543,42.4,101,0,0,0,0,0,0
126948,L49868,L,299.9,309.4,1420,53.9,33,0,0,0,0,0,0
126949,L56275,L,297.3,308.2,1736,30.9,202,0,0,0,0,0,0
126950,L50575,L,301.4,310.6,1451,44.3,0,0,0,0,0,0,0
126951,M22214,M,299.7,310.6,1630,31.3,7,0,0,0,0,0,0
126952,M17355,M,299.1,308.8,1488,39.2,209,0,0,0,0,0,0
126953,L53957,L,301.3,310.7,1622,40.8,50,0,0,0,0,0,0
126954,M23117,M,299.0,310.6,1587,34.2,57,0,0,0,0,0,0
126955,L48539,L,298.7,310.2,1404,31.5,54,0,0,0,0,0,0
126956,M24734,M,298.9,309.9,1528,43.3,165,0,0,0,0,0,0
126957,M20387,M,302.7,311.9,1673,30.5,212,0,0,0,0,0,0
126958,L54231,L,300.6,310.8,1556,37.7,122,0,0,0,0,0,0
126959,L56925,L,298.8,310.0,1822,25.4,183,0,0,0,0,0,0
126960,M22248,M,299.8,310.6,1394,31.3,168,0,0,0,0,0,0
126961,M22992,M,299.9,311.7,1389,50.0,55,0,0,0,0,0,0
126962,M20674,M,301.3,311.0,1852,23.2,135,0,0,0,0,0,0
126963,L57118,L,298.3,308.1,1911,23.3,81,0,0,0,0,0,0
126964,L51779,L,303.1,311.2,1452,55.8,2,0,0,0,0,0,0
126965,L50616,L,301.6,310.5,1387,48.8,106,0,0,0,0,0,0
126966,L53860,L,301.5,310.8,1517,37.4,5,0,0,0,0,0,0
126967,L47618,L,297.4,308.6,1459,49.5,49,0,0,0,0,0,0
126968,L47961,L,296.8,308.1,1332,48.6,147,0,0,0,0,0,0
126969,L53269,L,300.7,310.8,1470,41.2,9,0,0,0,0,0,0
126970,L50097,L,300.7,309.6,1771,28.6,153,0,0,0,0,0,0
126971,L57107,L,298.3,308.0,1534,36.9,53,0,0,0,0,0,0
126972,H35973,H,301.3,310.6,1512,24.3,0,0,0,0,0,0,0
126973,L47302,L,298.8,308.8,1450,39.6,112,0,0,0,0,0,0
126974,M17554,M,300.1,309.4,1525,37.0,47,0,0,0,0,0,0
126975,L53663,L,300.7,309.9,1337,57.4,155,0,0,0,0,0,0
126976,M21267,M,300.3,309.9,1488,41.6,177,0,0,0,0,0,0
126977,L56266,L,297.1,307.8,1428,43.4,179,0,0,0,0,0,0
126978,M22368,M,300.5,311.9,1750,27.5,209,0,0,0,0,0,0
126979,L54407,L,299.8,309.8,1512,35.2,146,0,0,0,0,0,0
126980,M17058,M,299.7,309.2,1565,35.3,189,0,0,0,0,0,0
126981,L48437,L,297.5,308.9,1390,58.8,18,0,0,0,0,0,0
126982,M20978,M,300.9,311.0,1325,39.3,5,0,0,0,0,0,0
126983,L51954,L,303.5,312.0,1827,52.9,80,0,0,0,0,0,0
126984,H36466,H,300.6,310.4,1509,37.9,124,0,0,0,0,0,0
126985,L47357,L,298.2,308.2,1408,47.5,158,0,0,0,0,0,0
126986,L52790,L,303.1,312.0,1366,45.0,107,0,0,0,0,0,0
126987,L53356,L,301.0,310.9,1452,37.3,83,0,0,0,0,0,0
126988,L53418,L,301.2,310.6,1476,48.3,164,0,0,0,0,0,0
126989,H38229,H,297.3,308.6,1435,49.5,124,0,0,0,0,0,0
126990,L47894,L,297.4,308.6,1558,37.9,116,0,0,0,0,0,0
126991,L53255,L,301.0,310.9,1452,38.5,197,0,0,0,0,0,0
126992,L52757,L,302.4,311.9,1679,31.0,30,0,0,0,0,0,0
126993,L52934,L,301.9,311.2,1703,29.7,168,0,0,0,0,0,1
126994,L56256,L,297.2,308.1,1674,30.0,154,0,0,0,0,0,0
126995,L50677,L,301.8,311.0,1446,41.9,24,0,0,0,0,0,0
126996,H36895,H,300.1,311.4,1529,36.1,64,0,0,0,0,0,0
126997,L55365,L,299.7,311.1,1654,31.0,192,0,0,0,0,0,0
126998,L56691,L,299.1,310.1,1487,34.1,188,0,0,0,0,0,0
126999,L54231,L,300.6,310.4,1556,37.7,117,0,0,0,0,0,0
127000,L53655,L,300.5,309.7,1521,37.7,139,0,0,0,0,0,0
127001,L53237,L,300.8,310.8,1689,33.1,151,0,0,0,0,0,0
127002,L56781,L,298.9,310.1,1409,50.1,172,0,0,0,0,0,0
127003,L56865,L,299.0,310.2,1516,43.5,94,0,0,0,0,0,0
127004,L56272,L,297.3,308.1,1558,39.6,194,0,0,0,0,0,0
127005,L55863,L,297.2,308.5,1378,47.0,195,0,0,0,0,0,0
127006,L57112,L,298.3,308.2,1434,46.0,67,0,0,0,0,0,0
127007,L53601,L,300.3,309.9,1627,31.4,59,0,0,0,0,0,0
127008,L54951,L,300.3,311.6,1709,29.5,40,0,0,0,0,0,0
127009,L50550,L,301.4,310.7,1584,32.2,17,0,0,0,0,0,1
127010,L55336,L,299.6,310.8,1544,37.2,106,0,0,0,0,0,0
127011,L53866,L,301.7,310.9,1636,31.2,68,0,0,0,0,0,0
127012,L55106,L,300.7,311.8,1519,36.5,196,0,0,0,0,0,0
127013,L47894,L,297.5,308.7,1448,37.6,116,0,0,0,0,0,0
127014,M17227,M,299.3,308.5,1336,56.5,80,0,0,0,0,0,0
127015,L52830,L,302.4,311.7,1455,46.3,162,0,0,0,0,0,0
127016,H32771,H,301.6,310.5,1445,51.7,197,0,0,0,0,0,0
127017,M22783,M,300.8,312.0,1522,35.0,183,0,0,0,0,0,0
127018,L55579,L,298.6,309.7,1294,59.4,173,0,0,0,0,0,0
